id,order number,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action
probe_5616_37547f53-071e-4166-a5a5-08bebcd3d0d8,5616,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,1,1,1,Salaried,3990,No,Rents,6,1,2,200,40,25,0,200
probe_10059_42ffb3c8-dfdd-496c-bbfe-11e5cc33e988,10059,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,2,4,3,4,Salaried,4555,No,Rents,42,55,84,80,40,20,15,15
probe_5217_74709b2a-63d6-44f3-aa6a-b3d6f6f59139,5217,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,2363,Yes,Rents,12,16,31,50,70,70,80,70
probe_7964_394f2027-1779-443e-a3fe-d75533d3d62c,7964,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,0,0,Bonus,1006,No,Owns,5,5,23,1600,600,200,0,600
probe_3843_945791c4-d39f-4884-a482-c9c5458e055f,3843,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,1,3,1,Hourly,3681,Yes,Owns,17,25,52,50,60,70,80,60
probe_7826_96be775f-780d-4347-8087-c913172b11c0,7826,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,2,0,1,Hourly,1596,Yes,Owns,11,13,27,50,70,70,80,70
probe_2420_b116084b-8185-4780-9d1c-ef1db99273e6,2420,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,0,0,Bonus,2404,Yes,Owns,5,4,8,50,60,70,80,50
probe_10472_6978d9df-5997-4ba2-9c17-b91e4f823132,10472,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,1600,600,200,0,200
probe_7378_b83269c9-a2f3-4b83-873b-56cdd3a61669,7378,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,2,0,1,0,Hourly,2250,No,Owns,11,17,35,50,70,70,80,70
probe_8051_7367597c-876b-43bd-a416-06316e61d6e4,8051,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,3,1,2,Hourly,3429,No,Rents,34,43,57,100,50,30,10,30
probe_6025_d8c21e50-b748-47d3-a1e6-1c7e22f66cb4,6025,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,50,70,80,100,80
probe_6234_75185f59-7f08-4738-8e5d-126c3351cf13,6234,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Hourly,4605,Yes,Rents,4,6,13,80,90,95,100,90
probe_4649_02a99db0-aae1-4dd2-a96c-ef458e5bc280,4649,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,0,1,1,Bonus,1962,No,Rents,0,7,9,75,50,30,0,75
probe_9755_995fcf69-8376-4506-b407-df0384b9175d,9755,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,1,0,0,Hourly,3337,No,Rents,1,9,4,120,100,60,0,60
probe_8491_214a0453-134c-4665-88bd-ea5d98855546,8491,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,2,0,Salaried,912,Yes,Rents,16,14,30,50,70,70,80,70
probe_5688_ebe1a832-090b-4b13-8916-eda7ff1e6d95,5688,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,0,0,Bonus,489,No,Rents,3,0,4,75,50,30,0,75
probe_7992_a82d0025-7e55-426b-91ec-f106767ca68f,7992,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,4,2,Salaried,4539,No,Owns,45,75,83,50,70,70,80,70
probe_3808_33d8f25d-0872-4b53-aeeb-dae5395c57ef,3808,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,1600,600,200,0,600
probe_5443_5aa7cfda-1cbe-4f10-a6c9-3fee3db2b166,5443,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,0,1,0,Bonus,4695,No,Owns,0,6,5,120,100,60,0,120
probe_2739_b99bf9bb-9a1e-4f76-ad9f-9388a252d93d,2739,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,200,100,10,0,100
probe_1301_a5ed1397-1dc9-47d8-9e32-df4db4b69253,1301,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,1600,600,200,0,1600
probe_6444_23388ea8-06e6-49ea-96a4-d242f0bd1831,6444,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,4,4,4,Salaried,3990,No,Rents,53,53,77,200,40,25,0,25
probe_2755_5fc208dc-58da-4c59-b82c-ba6dfa19f8d0,2755,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,1,1,Salaried,1210,No,Rents,17,12,39,75,50,30,0,75
probe_9468_df7c371d-b15b-489f-8b9f-379b6b56343a,9468,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,2,0,1,Hourly,3429,No,Rents,15,18,32,80,40,20,15,20
probe_553_b2bc3fb0-6f53-43ee-b53f-c79111b92c86,553,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,2,1,0,Hourly,3337,No,Rents,7,19,30,50,70,80,100,50
probe_2175_162f3ff1-a936-479e-966e-34754dac8485,2175,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,2,1,2,Hourly,1019,Yes,Owns,15,20,28,200,100,10,0,200
probe_3846_dbd8b26c-4a40-4abc-8c6b-1f3be7d4aadb,3846,DEDUCTIBLE,IN-NETWORK,COST IN $,2,4,3,4,Salaried,4555,No,Rents,42,55,84,1600,600,200,0,200
probe_167_4bd2cc70-c050-46d6-9685-4f257edff86c,167,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,1,1,1,Hourly,4826,No,Owns,25,35,73,6450,4000,2000,1500,4000
probe_11234_918e1efe-df04-4cbf-bf01-8776c2ed3ce1,11234,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,2,0,1,Hourly,176,Yes,Rents,9,18,32,80,90,95,100,95
probe_2750_30950ba8-95b0-42b3-8b80-13abbca6859a,2750,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Hourly,4519,Yes,Owns,4,10,2,50,70,80,100,50
probe_1018_17d53833-e145-44e8-b030-7fb15c9ca8c9,1018,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,200,100,10,0,100
probe_814_5542fc42-3335-4571-a388-5c18c5091910,814,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,1,1,1,Hourly,2384,No,Rents,17,40,57,80,90,95,100,90
probe_9264_8baa1f23-b33f-43ab-b31e-521c72bba2c3,9264,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,2,1,1,Salaried,792,No,Owns,28,24,60,1600,600,200,0,0
probe_3795_4de4a189-cf91-4f10-9b16-eb792945c345,3795,DEDUCTIBLE,IN-NETWORK,COST IN $,1,0,1,0,Hourly,2250,No,Owns,4,7,9,1600,600,200,0,1600
probe_8036_5d3b8953-3dba-43c4-8e7e-a7bdd9ff06e7,8036,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,1,0,Hourly,170,No,Rents,9,4,8,100,50,30,10,50
probe_9530_4add8e84-f083-4f47-bc3a-4cc34b3eb968,9530,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,4,4,2,Hourly,4144,No,Owns,44,56,75,20,15,10,10,10
probe_11470_5d738c8e-967e-454f-b451-8a948537cf14,11470,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,1,0,2,Bonus,4027,Yes,Rents,8,14,29,20,15,10,10,10
probe_1589_b58d2143-2165-4ec7-850c-6988b17e0235,1589,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,1,1,0,Hourly,4144,No,Owns,3,2,0,80,90,95,100,80
probe_5929_2886e4ae-5f94-49e5-b14b-06acd9e69b26,5929,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,6450,4000,2000,1500,6450
probe_10575_af9bb670-68e9-4e84-98d5-066d654a1766,10575,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,1,0,Salaried,1625,No,Owns,16,16,31,50,60,70,80,70
probe_5915_f7e9740d-4abc-4992-adb5-68886de05794,5915,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,2,0,2,Salaried,3601,No,Owns,6,14,29,20,15,10,10,15
probe_11390_294ccd4a-ee95-425a-84ef-314d0c456d5e,11390,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,2,1,0,Hourly,3337,No,Rents,7,19,30,75,50,30,0,30
probe_7118_e0a99fda-4a4c-4269-8c16-699b340517d0,7118,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,1,1,1,Hourly,2665,No,Rents,20,29,55,80,90,95,100,95
probe_1973_5f3d5ae4-e063-4de8-8a3f-e10ec70cefeb,1973,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,3,1,3,Salaried,3601,No,Owns,17,31,54,200,40,25,0,40
probe_11707_017d9de4-cfb2-4ee5-9cbc-b38de6b4708b,11707,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,0,1,1,Bonus,144,Yes,Owns,4,9,4,6450,4000,2000,1500,2000
probe_577_fe726486-38a4-4139-91a0-adc66587c66f,577,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,0,0,0,Hourly,3735,Yes,Owns,8,4,5,200,100,10,0,200
probe_6748_7e5b434c-a568-45d1-aac7-56e38051922a,6748,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,2,1,1,Salaried,4671,Yes,Rents,33,23,53,6450,4000,1500,1000,1500
probe_6519_dad2761b-728a-4b49-95dd-da4b79aca9bc,6519,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,50,70,70,80,70
probe_8125_9b52ea34-ed89-4e99-ae65-05c18ce3a562,8125,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,1,0,Hourly,3561,Yes,Owns,5,2,0,50,70,80,100,70
probe_8605_166bcdc9-602c-4169-ac82-b0108ae2b751,8605,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,50,70,70,80,70
probe_4666_5e4b95a2-452b-45b8-a71f-85ec80d72234,4666,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,3,4,3,Hourly,3252,Yes,Owns,46,55,84,200,100,10,0,10
probe_11232_18fa5bc8-df4c-4af4-8c1d-be1d4469c779,11232,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,3,3,4,Salaried,4138,No,Owns,62,55,76,6450,4000,1500,1000,1000
probe_4945_cd3dd125-0ad8-406c-9d2c-2cad80a8e93c,4945,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,1,1,1,Bonus,1440,Yes,Owns,24,49,59,200,100,10,0,100
probe_5176_77f508bd-b5ce-413c-b32a-b052fd1be093,5176,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,3,2,Hourly,2246,No,Owns,62,60,83,50,70,80,100,80
probe_9510_ccca90ed-f9a3-4314-a7fb-a9b96e6e0517,9510,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,1,1,0,Salaried,912,Yes,Rents,9,3,4,6450,4000,1500,1000,1500
probe_2515_fc99f6d2-2c68-4b02-980b-c57d5ef6bf26,2515,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,2,4,2,Hourly,2250,No,Owns,48,68,84,6450,4000,1500,1000,4000
probe_300_695cc283-2a0d-43d0-8380-2cfae2c0124b,300,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,3,2,1,Salaried,358,No,Rents,28,36,56,200,100,10,0,100
probe_11980_bb19d9d4-caa4-4c04-9c23-a264c0ec25cc,11980,DEDUCTIBLE,IN-NETWORK,COST IN $,2,2,1,1,Salaried,792,No,Owns,28,24,60,1600,600,200,0,0
probe_1028_e31fb411-0be1-464c-bc57-80274451f515,1028,DEDUCTIBLE,IN-NETWORK,COST IN $,0,2,1,2,Salaried,4555,No,Rents,8,12,35,1600,600,200,0,1600
probe_8958_5b072107-75b3-4e49-94f9-de7a6e3f1823,8958,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,1,3,1,Hourly,1593,No,Owns,16,25,52,120,100,60,0,60
probe_5390_3cd2aac9-31d6-4057-a358-b3f4b6a99a5d,5390,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,2,1,0,Hourly,3337,No,Rents,7,19,30,75,50,30,0,50
probe_3396_0c6efe1b-b22c-42b9-9474-655186456851,3396,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,3,2,3,Salaried,4555,No,Rents,20,24,60,80,40,20,15,40
probe_1829_58a16871-18bd-44e2-9f30-e005636e1d1f,1829,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,200,40,25,0,200
probe_1257_5415bacb-e4c0-4fb1-8dbd-0a352fa660a3,1257,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,1,0,0,Hourly,2665,No,Rents,8,14,30,6450,4000,2000,1500,6450
probe_1671_7102314a-bd44-429d-ac9b-cd3134fab7f8,1671,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,0,1,0,Bonus,2951,No,Owns,11,11,30,75,50,30,0,75
probe_10337_7cf25b57-5a34-4766-9b27-cfefe507301c,10337,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,0,0,0,Bonus,1006,No,Owns,5,5,23,120,100,60,0,60
probe_5792_eaed10ea-dbc0-4234-86e3-950bdf3f30b3,5792,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,2,4,Bonus,861,No,Owns,58,56,100,50,70,80,100,80
probe_2526_09212427-e1c7-496d-b8c0-35bcd3bb266f,2526,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,4,3,4,3,Hourly,1593,No,Owns,36,55,76,75,50,30,0,50
probe_7565_1b8dd669-a53f-4771-9bd7-57a63fc64b45,7565,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,80,40,20,15,40
probe_5476_16d2641e-4174-4ae4-a068-44dd1ed7b2c2,5476,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,50,70,70,80,70
probe_9144_a9b45699-8a60-4044-8d22-11c6c3917118,9144,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,4,2,4,Bonus,861,No,Owns,58,56,100,20,15,10,10,10
probe_10790_34ea6f61-2769-4b8c-b7e7-d875c82ac9d9,10790,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,100,50,30,10,10
probe_11552_651f4438-383c-4ff8-81b7-e830a13ab1fb,11552,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,2,1,0,Salaried,358,No,Rents,12,16,31,100,50,30,10,30
probe_7216_938e632e-d9a1-4ca7-af31-5bbc28a1b0ee,7216,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,6450,4000,1500,1000,4000
probe_664_8704ff54-1754-4e68-bdca-1e66c01b13b7,664,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,1,0,Salaried,2175,No,Owns,8,10,8,80,40,20,15,80
probe_5673_7737ba79-942d-4a47-b3fd-4f54c9ffbf5c,5673,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,3561,Yes,Owns,5,2,0,1600,600,200,0,1600
probe_9484_4fb1de26-d736-4f48-8a43-b46bcb21db91,9484,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,1,0,Bonus,4493,Yes,Owns,10,4,3,100,50,30,10,30
probe_1358_88e638cd-a0f7-4b99-a76c-d3cf6392733f,1358,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,2,4,4,4,Salaried,3042,Yes,Rents,37,60,80,50,70,70,80,70
probe_7722_1290fcc8-6e82-492c-abbe-4cc8d4ca301b,7722,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,75,50,30,0,30
probe_4796_bd7b3406-9f41-422f-b7a6-6475c408b0c6,4796,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,3,4,Salaried,3601,No,Owns,38,60,78,50,60,70,80,70
probe_3627_0f1aa242-8d39-4a2d-80ab-011edaa5e8e4,3627,DEDUCTIBLE,IN-NETWORK,COST IN $,1,0,0,0,Bonus,1440,Yes,Owns,10,20,34,1600,600,200,0,600
probe_9881_8ae62ad2-9526-43a2-a095-9a948ebcc729,9881,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,2,2,1,Salaried,3352,Yes,Rents,18,48,52,50,70,70,80,80
probe_11391_7a230144-fe10-40f3-87f7-8318357c800a,11391,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,1,0,0,Bonus,2804,No,Owns,11,11,30,20,15,10,10,10
probe_7576_6212f604-31f9-4ee0-b303-5d165033dcc3,7576,DEDUCTIBLE,IN-NETWORK,COST IN $,2,1,2,1,Hourly,152,Yes,Owns,34,38,64,1600,600,200,0,200
probe_3229_691b2d05-301f-4215-8f9d-d337de98845e,3229,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,0,1,0,Bonus,458,No,Rents,4,8,6,200,100,10,0,200
probe_1198_bff36b83-2cb2-4f7b-b179-b8c93e44df0e,1198,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,0,0,0,Hourly,2384,No,Rents,1,7,6,200,40,25,0,200
probe_3406_c6283ee9-7c14-441f-aa4f-c510b2d27904,3406,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,6450,4000,2000,1500,6450
probe_11129_49734c24-f4d6-4ef2-8366-96e4fd1a6a72,11129,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,2,3,1,Hourly,2547,Yes,Owns,32,36,62,100,50,30,10,10
probe_9896_8846ceb9-e242-4c47-8d54-31a5651aef2c,9896,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,1,0,0,Hourly,4350,No,Rents,2,5,12,80,90,95,100,95
probe_267_71e705a4-1ac4-4d08-b48e-69a0f74c81ee,267,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,1,3,1,Hourly,2563,Yes,Rents,35,26,75,20,15,10,10,15
probe_4452_f3b403bb-e21b-44a6-b213-a2804bf290d6,4452,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,1,3,Bonus,4027,Yes,Rents,21,31,54,200,100,10,0,100
probe_8192_1b180fef-7361-4504-85b8-cc482db96653,8192,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,2,1,3,Salaried,1125,Yes,Rents,18,23,53,80,40,20,15,20
probe_7870_7dfa22ab-aa16-42d0-92e3-f47f8aed3706,7870,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,3,Bonus,4027,Yes,Rents,21,31,54,1600,600,200,0,200
probe_238_b0b4a1b4-4532-47f7-bb7a-f03a3024a651,238,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,50,60,70,80,50
probe_4731_d6bd3752-ef20-43b3-9069-85c635d674f2,4731,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,1,3,Salaried,4259,Yes,Rents,17,43,57,50,70,80,100,70
probe_3071_2b95f187-ce0e-4c0d-8098-20ed6e874ad7,3071,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,1,1,2,Salaried,4138,No,Owns,17,13,27,50,60,70,80,60
probe_11122_c74bfd92-2e64-44d8-a2dd-4920f38d752a,11122,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,3,1,2,Hourly,176,Yes,Rents,23,43,57,50,70,80,100,100
probe_8719_99dc6ee0-7d5a-4d13-b1ef-0860a316bec2,8719,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,1,1,0,Salaried,1919,No,Owns,10,15,31,80,40,20,15,40
probe_1093_dd58e4ce-3b5f-4e4d-b630-81c376614b3c,1093,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,2,2,2,Salaried,1210,No,Rents,38,24,64,20,15,10,10,15
probe_11570_59063033-5bfa-4f50-8229-c55da4d7bfed,11570,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,2,0,2,Salaried,3601,No,Owns,6,14,29,200,40,25,0,25
probe_7942_eebdc76c-85c0-4553-95c8-942775af7afc,7942,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,1,3,2,Bonus,3179,No,Rents,21,26,51,6450,4000,1500,1000,1500
probe_5771_0d84c87d-9b74-46d4-974a-d119e50489cf,5771,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,4377,No,Rents,4,9,1,1600,600,200,0,1600
probe_490_3c09d413-1f6a-4126-8f86-c5c1d19b1c14,490,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,1600,600,200,0,1600
probe_11395_8defd7b9-354c-4d38-af5a-fde1697e3b9c,11395,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,6450,4000,1500,1000,1000
probe_74_f3554dcf-a156-48f5-89e1-a000d218320a,74,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,1,0,Bonus,3149,No,Owns,1,3,4,120,100,60,0,120
probe_10863_cf627eed-9455-4727-a56b-1af9d94ef99d,10863,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,0,0,Hourly,3289,No,Rents,8,1,13,100,50,30,10,30
probe_9260_e564e6cb-7538-4469-afd0-4fb7eeb2ef12,9260,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,2,0,0,Hourly,4350,No,Rents,7,16,37,6450,4000,1500,1000,1500
probe_11951_f0194e1b-8e3c-4e2e-981f-540556096a99,11951,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,0,1,Hourly,1596,Yes,Owns,11,13,27,1600,600,200,0,200
probe_3303_b467389d-b019-45da-9f84-89fed0949d57,3303,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,3,2,1,Bonus,3149,No,Owns,17,29,55,20,15,10,10,15
probe_2415_49c9e21d-9e3d-401c-b3ba-3d0a862dac25,2415,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,4,3,4,Hourly,1596,Yes,Owns,50,55,76,120,100,60,0,100
probe_1535_4bec30c0-d46a-458c-8c99-b2cbfd0701bb,1535,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,1,1,0,Hourly,4144,No,Owns,3,2,0,6450,4000,1500,1000,6450
probe_5725_be5d5489-ace0-4e1a-9b81-60feb6715ef0,5725,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,2,3,2,Bonus,1006,No,Owns,50,63,98,6450,4000,2000,1500,2000
probe_2239_7d1002aa-e5c3-4349-991b-353e16980551,2239,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,20,15,10,10,20
probe_9033_4d3ee6ef-a631-485d-b0b7-01778ec3185f,9033,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,0,0,Salaried,4671,Yes,Rents,15,12,28,50,70,70,80,70
probe_7664_7af0a812-a37a-4321-b0c9-066a50867290,7664,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,50,60,70,80,60
probe_9384_38c5328e-19f2-4e19-9c6a-397a98fbc47a,9384,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,20,15,10,10,10
probe_1837_fd4fa893-f0ba-45f6-808f-57ff248a2571,1837,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,0,0,Hourly,1178,No,Owns,0,1,13,120,100,60,0,120
probe_8571_0023291e-5f0a-40cd-b277-4b7200b854ab,8571,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,2,3,3,3,Bonus,1972,Yes,Owns,62,60,80,80,40,20,15,20
probe_1162_2af7f722-e0f0-4e85-b501-abd999ccbb10,1162,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,3,4,2,Salaried,1919,No,Owns,48,61,80,6450,4000,2000,1500,4000
probe_6597_d838aec3-e4d6-40ef-9fd2-2ef750c2682a,6597,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,0,2,2,Salaried,1235,Yes,Rents,14,14,34,100,50,30,10,50
probe_8364_3e1c8f43-d6a8-476e-8fca-d4cb2e7ac10c,8364,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,0,1,0,Bonus,4695,No,Owns,5,16,31,6450,4000,2000,1500,4000
